Date,State,Negative,Positive,Total Samples
19-05-2020,Gujarat,142533,12141,154674
20-05-2020,Gujarat,148233,12539,160772
21-05-2020,Gujarat,153242,12910,166152
22-05-2020,Gujarat,159289,13273,172562
23-05-2020,Gujarat,164399,13669,178068
24-05-2020,Gujarat,168806,14056,182868
25-05-2020,Gujarat,171893,14468,186361
26-05-2020,Gujarat,,14821,189313
27-05-2020,Gujarat,,15203,193863
28-05-2020,Gujarat,,15572,198048
29-05-2020,Gujarat,,15944,201481
30-05-2020,Gujarat,,16356,205780
31-05-2020,Gujarat,,16794,211930
01-06-2020,Gujarat,,17217,216258
02-06-2020,Gujarat,,17632,221610
03-06-2020,Gujarat,,18117,227898
04-06-2020,Gujarat,,18609,233921
05-06-2020,Gujarat,,19119,239911
06-06-2020,Gujarat,,19617,245606
07-06-2020,Gujarat,,20097,251686
08-06-2020,Gujarat,,20574,256289
09-06-2020,Gujarat,,21044,261587
10-06-2020,Gujarat,,21554,266404
11-06-2020,Gujarat,,22067,272924
12-06-2020,Gujarat,,22562,278137
13-06-2020,Gujarat,,23079,283623
14-06-2020,Gujarat,,23590,288565
03-04-2020,Haryana,938,44,1325
07-04-2020,Haryana,1821,141,2520
08-04-2020,Haryana,1885,153,2650
09-04-2020,Haryana,2017,156,2964
10-04-2020,Haryana,2447,162,3527
11-04-2020,Haryana,2472,165,3663
12-04-2020,Haryana,2513,181,3903
13-04-2020,Haryana,2961,182,4489
14-04-2020,Haryana,3681,184,5210
15-04-2020,Haryana,5581,190,7388
16-04-2020,Haryana,6465,214,8064
17-04-2020,Haryana,7148,223,8884
18-04-2020,Haryana,8093,232,10454
19-04-2020,Haryana,10230,250,12687
20-04-2020,Haryana,11523,251,13894
21-04-2020,Haryana,12253,255,14562
22-04-2020,Haryana,13397,264,15561
23-04-2020,Haryana,15452,270,17582
24-04-2020,Haryana,16642,275,18845
25-04-2020,Haryana,17787,287,20270
26-04-2020,Haryana,19241,296,21467
27-04-2020,Haryana,20702,301,22993
28-04-2020,Haryana,22578,308,24826
29-04-2020,Haryana,24071,311,26148
30-04-2020,Haryana,25929,339,28202
01-05-2020,Haryana,27784,357,30191
02-05-2020,Haryana,28867,369,31200
03-05-2020,Haryana,32583,442,35278
04-05-2020,Haryana,34501,517,38183
05-05-2020,Haryana,36806,548,40982
06-05-2020,Haryana,38590,594,43279
07-05-2020,Haryana,41861,625,46495
08-05-2020,Haryana,43974,647,49746
09-05-2020,Haryana,48468,675,53282
10-05-2020,Haryana,51046,703,56983
11-05-2020,Haryana,53697,730,59735
12-05-2020,Haryana,56440,780,62377
13-05-2020,Haryana,59890,793,65785
14-05-2020,Haryana,63791,818,69191
15-05-2020,Haryana,66687,854,72326
16-05-2020,Haryana,69660,887,75097
17-05-2020,Haryana,72494,910,78029
18-05-2020,Haryana,75045,928,80698
19-05-2020,Haryana,77296,964,82544
20-05-2020,Haryana,78379,970,83944
21-05-2020,Haryana,82372,1031,88138
22-05-2020,Haryana,85317,1067,91119
23-05-2020,Haryana,88051,1131,94035
24-05-2020,Haryana,91138,1184,97006
25-05-2020,Haryana,94725,1213,99987
26-05-2020,Haryana,97350,1305,102018
27-05-2020,Haryana,99555,1381,104747
28-05-2020,Haryana,102260,1504,108031
29-05-2020,Haryana,105169,1721,110940
30-05-2020,Haryana,108385,1923,114683
31-05-2020,Haryana,11709,2091,118138
01-06-2020,Haryana,114792,2356,121779
02-06-2020,Haryana,117340,2652,124564
03-06-2020,Haryana,120393,2954,127895
04-06-2020,Haryana,124769,3281,132575
05-06-2020,Haryana,129027,3597,137452
06-06-2020,Haryana,132684,3952,141688
07-06-2020,Haryana,136555,4448,145722
08-06-2020,Haryana,140081,4854,150220
09-06-2020,Haryana,143513,5209,153692
10-06-2020,Haryana,147453,5438,158470
11-06-2020,Haryana,151060,5968,162967
12-06-2020,Haryana,155395,6334,167501
13-06-2020,Haryana,159333,6749,171560
14-06-2020,Haryana,172678,7208,185722
10-04-2020,Himachal Pradesh,870,30,900
11-04-2020,Himachal Pradesh,870,30,900
12-04-2020,Himachal Pradesh,944,32,1113
13-04-2020,Himachal Pradesh,1109,32,1210
14-04-2020,Himachal Pradesh,1232,32,1311
15-04-2020,Himachal Pradesh,1391,35,1426
16-04-2020,Himachal Pradesh,1559,35,1604
17-04-2020,Himachal Pradesh,1740,36,1992
18-04-2020,Himachal Pradesh,2091,39,2207
19-04-2020,Himachal Pradesh,2337,39,2553
20-04-2020,Himachal Pradesh,2714,39,2892
21-04-2020,Himachal Pradesh,2933,39,3341
22-04-2020,Himachal Pradesh,3510,39,3700
23-04-2020,Himachal Pradesh,3943,40,4020
24-04-2020,Himachal Pradesh,4160,40,4328
25-04-2020,Himachal Pradesh,4363,40,4623
26-04-2020,Himachal Pradesh,4794,40,4901
27-04-2020,Himachal Pradesh,5022,40,5106
28-04-2020,Himachal Pradesh,5344,40,5391
29-04-2020,Himachal Pradesh,5726,40,5772
30-04-2020,Himachal Pradesh,6091,40,6133
01-05-2020,Himachal Pradesh,6432,40,6472
02-05-2020,Himachal Pradesh,6791,40,6836
03-05-2020,Himachal Pradesh,7133,40,7185
04-05-2020,Himachal Pradesh,7320,41,7430
05-05-2020,Himachal Pradesh,7800,42,7893
06-05-2020,Himachal Pradesh,8055,43,8491
07-05-2020,Himachal Pradesh,8833,46,9005
08-05-2020,Himachal Pradesh,9434,50,9522
09-05-2020,Himachal Pradesh,10047,52,10208
10-05-2020,Himachal Pradesh,10343,55,10791
11-05-2020,Himachal Pradesh,11016,59,11267
12-05-2020,Himachal Pradesh,11846,66,12224
13-05-2020,Himachal Pradesh,12867,67,13190
14-05-2020,Himachal Pradesh,13307,70,14256
15-05-2020,Himachal Pradesh,15076,76,15557
16-05-2020,Himachal Pradesh,16079,78,16534
17-05-2020,Himachal Pradesh,17049,80,17417
18-05-2020,Himachal Pradesh,17946,90,18224
19-05-2020,Himachal Pradesh,18994,92,19645
20-05-2020,Himachal Pradesh,20449,110,21147
21-05-2020,Himachal Pradesh,21812,152,22641
22-05-2020,Himachal Pradesh,23307,168,24246
23-05-2020,Himachal Pradesh,24625,185,25905
24-05-2020,Himachal Pradesh,26524,203,27288
25-05-2020,Himachal Pradesh,27596,223,28346
26-05-2020,Himachal Pradesh,28989,247,29379
27-05-2020,Himachal Pradesh,30019,273,30852
28-05-2020,Himachal Pradesh,31655,281,32449
29-05-2020,Himachal Pradesh,33486,295,33979
30-05-2020,Himachal Pradesh,34933,313,35668
31-05-2020,Himachal Pradesh,36618,331,37168
01-06-2020,Himachal Pradesh,37233,340,37897
02-06-2020,Himachal Pradesh,38993,345,39620
03-06-2020,Himachal Pradesh,40621,359,41351
04-06-2020,Himachal Pradesh,42081,383,42703
05-06-2020,Himachal Pradesh,43149,393,43688
06-06-2020,Himachal Pradesh,43942,400,44509
07-06-2020,Himachal Pradesh,45254,411,45888
08-06-2020,Himachal Pradesh,45956,421,46416
09-06-2020,Himachal Pradesh,46541,437,47655
10-06-2020,Himachal Pradesh,48123,451,48922
11-06-2020,Himachal Pradesh,49465,470,50222
12-06-2020,Himachal Pradesh,50793,486,51420
13-06-2020,Himachal Pradesh,51106,493,52737
14-06-2020,Himachal Pradesh,53301,518,53946
05-04-2020,Jammu and Kashmir,1429,106,1551
10-04-2020,Jammu and Kashmir,2754,207,2961
11-04-2020,Jammu and Kashmir,2982,224,3206
12-04-2020,Jammu and Kashmir,3355,245,3600
13-04-2020,Jammu and Kashmir,3795,270,4065
14-04-2020,Jammu and Kashmir,4341,278,4619
15-04-2020,Jammu and Kashmir,4871,300,5171
16-04-2020,Jammu and Kashmir,5366,314,5680
17-04-2020,Jammu and Kashmir,6110,328,6438
18-04-2020,Jammu and Kashmir,6596,341,6937
19-04-2020,Jammu and Kashmir,7545,350,7895
20-04-2020,Jammu and Kashmir,8244,368,8612
21-04-2020,Jammu and Kashmir,8840,380,9220
22-04-2020,Jammu and Kashmir,9632,407,10039
23-04-2020,Jammu and Kashmir,10550,427,10977
24-04-2020,Jammu and Kashmir,11310,454,11764
25-04-2020,Jammu and Kashmir,12341,494,12835
26-04-2020,Jammu and Kashmir,13436,523,13959
27-04-2020,Jammu and Kashmir,14442,546,14988
28-04-2020,Jammu and Kashmir,16054,565,16619
29-04-2020,Jammu and Kashmir,17869,581,18450
30-04-2020,Jammu and Kashmir,19132,614,19746
01-05-2020,Jammu and Kashmir,21056,639,21695
02-05-2020,Jammu and Kashmir,22794,666,23406
03-05-2020,Jammu and Kashmir,25337,701,26038
04-05-2020,Jammu and Kashmir,27473,726,28199
05-05-2020,Jammu and Kashmir,30571,741,31312
06-05-2020,Jammu and Kashmir,33502,775,34277
07-05-2020,Jammu and Kashmir,36913,793,37706
08-05-2020,Jammu and Kashmir,41604,823,42427
09-05-2020,Jammu and Kashmir,43917,836,44753
10-05-2020,Jammu and Kashmir,46291,861,47080
11-05-2020,Jammu and Kashmir,50455,879,51334
12-05-2020,Jammu and Kashmir,52792,934,53726
13-05-2020,Jammu and Kashmir,56140,971,57111
14-05-2020,Jammu and Kashmir,62532,983,63515
15-05-2020,Jammu and Kashmir,69293,1013,70306
16-05-2020,Jammu and Kashmir,75070,1121,76191
17-05-2020,Jammu and Kashmir,79751,1183,80934
18-05-2020,Jammu and Kashmir,87312,1289,88601
19-05-2020,Jammu and Kashmir,95509,1317,96826
20-05-2020,Jammu and Kashmir,100560,1390,101950
21-05-2020,Jammu and Kashmir,105659,1449,107108
22-05-2020,Jammu and Kashmir,113370,1489,114859
23-05-2020,Jammu and Kashmir,122505,1569,124074
24-05-2020,Jammu and Kashmir,128812,1621,130433
25-05-2020,Jammu and Kashmir,132520,1668,134188
26-05-2020,Jammu and Kashmir,139203,1759,140962
27-05-2020,Jammu and Kashmir,143241,1921,145162
28-05-2020,Jammu and Kashmir,151486,2036,153522
29-05-2020,Jammu and Kashmir,156565,2164,158729
30-05-2020,Jammu and Kashmir,162240,2341,164581
31-05-2020,Jammu and Kashmir,168599,2446,171045
01-06-2020,Jammu and Kashmir,173708,2601,176309
02-06-2020,Jammu and Kashmir,180349,2718,183067
03-06-2020,Jammu and Kashmir,186507,2857,189364
04-06-2020,Jammu and Kashmir,192535,3142,195677
05-06-2020,Jammu and Kashmir,198933,3324,202257
06-06-2020,Jammu and Kashmir,208413,3467,211880
07-06-2020,Jammu and Kashmir,214394,4087,218481
08-06-2020,Jammu and Kashmir,223621,4285,227906
09-06-2020,Jammu and Kashmir,231470,4346,235816
10-06-2020,Jammu and Kashmir,237384,4507,241891
11-06-2020,Jammu and Kashmir,242693,4574,247267
12-06-2020,Jammu and Kashmir,249329,4730,254059
13-06-2020,Jammu and Kashmir,255220,4878,260098
14-06-2020,Jammu and Kashmir,261122,5041,266163
10-04-2020,Jharkhand,1326,14,1340
11-04-2020,Jharkhand,1529,17,1546
12-04-2020,Jharkhand,1666,17,1683
13-04-2020,Jharkhand,1963,19,1982
14-04-2020,Jharkhand,2307,27,2334
17-04-2020,Jharkhand,3111,32,3143
18-04-2020,Jharkhand,3398,33,3431
19-04-2020,Jharkhand,3608,38,3646
20-04-2020,Jharkhand,4190,45,4235
22-04-2020,Jharkhand,5127,49,5176
23-04-2020,Jharkhand,5327,53,5380
24-04-2020,Jharkhand,6105,57,6162
25-04-2020,Jharkhand,6903,67,6970
26-04-2020,Jharkhand,7724,82,7806
27-04-2020,Jharkhand,8654,103,8757
28-04-2020,Jharkhand,9303,105,9408
29-04-2020,Jharkhand,10161,107,10268
30-04-2020,Jharkhand,10878,109,10987
01-05-2020,Jharkhand,11658,113,11771
02-05-2020,Jharkhand,12278,115,12393
03-05-2020,Jharkhand,12940,115,13055
04-05-2020,Jharkhand,13717,115,13832
05-05-2020,Jharkhand,14939,125,15064
06-05-2020,Jharkhand,15799,127,15908
07-05-2020,Jharkhand,16969,132,17101
08-05-2020,Jharkhand,17087,132,17219
09-05-2020,Jharkhand,18478,154,18632
10-05-2020,Jharkhand,20675,157,20832
11-05-2020,Jharkhand,21041,160,21201
12-05-2020,Jharkhand,22651,164,22815
13-05-2020,Jharkhand,25592,177,25769
14-05-2020,Jharkhand,27592,197,27789
15-05-2020,Jharkhand,29025,211,29236
16-05-2020,Jharkhand,30808,217,31025
17-05-2020,Jharkhand,32997,223,33220
18-05-2020,Jharkhand,35131,228,35359
19-05-2020,Jharkhand,37341,248,37589
20-05-2020,Jharkhand,39121,281,39402
21-05-2020,Jharkhand,41633,303,41936
22-05-2020,Jharkhand,43665,323,43988
23-05-2020,Jharkhand,45435,350,45785
24-05-2020,Jharkhand,48271,370,48641
25-05-2020,Jharkhand,50304,405,50709
26-05-2020,Jharkhand,52883,426,53309
27-05-2020,Jharkhand,54969,458,55427
28-05-2020,Jharkhand,56781,469,57250
29-05-2020,Jharkhand,58931,521,59452
30-05-2020,Jharkhand,62353,563,62916
31-05-2020,Jharkhand,65256,610,65886
01-06-2020,Jharkhand,68526,661,69187
02-06-2020,Jharkhand,70584,712,71296
03-06-2020,Jharkhand,73735,764,74499
04-06-2020,Jharkhand,76814,827,77641
05-06-2020,Jharkhand,79175,922,80097
06-06-2020,Jharkhand,83416,1028,84444
07-06-2020,Jharkhand,86618,1103,87721
08-06-2020,Jharkhand,91035,1290,92325
09-06-2020,Jharkhand,93683,1416,95099
10-06-2020,Jharkhand,94077,1423,95500
11-06-2020,Jharkhand,98332,1599,99931
12-06-2020,Jharkhand,100436,1656,102092
13-06-2020,Jharkhand,102194,1711,103905
03-04-2020,Karnataka,4281,128,4587
07-04-2020,Karnataka,5942,175,6580
08-04-2020,Karnataka,6473,181,6967
09-04-2020,Karnataka,7176,197,7613
10-04-2020,Karnataka,7673,207,7975
11-04-2020,Karnataka,8231,215,8560
12-04-2020,Karnataka,8831,232,9251
13-04-2020,Karnataka,9572,247,10017
14-04-2020,Karnataka,10554,260,11107
15-04-2020,Karnataka,11905,279,12483
16-04-2020,Karnataka,13074,315,13724
17-04-2020,Karnataka,14606,359,17594
18-04-2020,Karnataka,15658,384,19186
19-04-2020,Karnataka,17662,390,21367
20-04-2020,Karnataka,19497,408,23460
21-04-2020,Karnataka,22222,418,26233
22-04-2020,Karnataka,25424,427,29512
23-04-2020,Karnataka,28174,445,32122
24-04-2020,Karnataka,31914,474,35958
25-04-2020,Karnataka,34888,500,39083
26-04-2020,Karnataka,38207,503,42964
27-04-2020,Karnataka,43791,512,45685
28-04-2020,Karnataka,48508,523,50512
29-04-2020,Karnataka,53241,535,55404
30-04-2020,Karnataka,57548,565,60156
01-05-2020,Karnataka,61855,589,64898
02-05-2020,Karnataka,66475,601,69730
03-05-2020,Karnataka,70998,614,74898
04-05-2020,Karnataka,74664,651,79193
05-05-2020,Karnataka,78860,673,83806
06-05-2020,Karnataka,83056,693,88777
07-05-2020,Karnataka,87756,705,93535
08-05-2020,Karnataka,92237,753,98081
09-05-2020,Karnataka,97326,794,103098
10-05-2020,Karnataka,102266,848,107311
11-05-2020,Karnataka,106467,862,111595
12-05-2020,Karnataka,111264,925,116533
13-05-2020,Karnataka,119420,959,121178
14-05-2020,Karnataka,126766,987,128373
15-05-2020,Karnataka,132074,1056,133724
16-05-2020,Karnataka,138216,1092,140024
17-05-2020,Karnataka,143444,1147,145398
18-05-2020,Karnataka,149566,1246,151663
19-05-2020,Karnataka,156247,1395,158599
20-05-2020,Karnataka,164199,1462,166781
21-05-2020,Karnataka,171484,1605,174297
22-05-2020,Karnataka,183088,1743,186526
23-05-2020,Karnataka,192127,1959,196196
24-05-2020,Karnataka,201978,2089,206313
25-05-2020,Karnataka,215308,2182,219894
26-05-2020,Karnataka,223477,2283,228914
27-05-2020,Karnataka,235876,2418,241608
28-05-2020,Karnataka,246115,2533,252078
29-05-2020,Karnataka,258130,2781,264489
30-05-2020,Karnataka,273404,2922,280217
31-05-2020,Karnataka,286245,3221,293575
01-06-2020,Karnataka,297052,3408,304816
02-06-2020,Karnataka,310967,3796,319628
03-06-2020,Karnataka,325686,4063,334825
04-06-2020,Karnataka,337154,4320,347093
05-06-2020,Karnataka,349951,4835,360720
06-06-2020,Karnataka,361382,5213,372582
07-06-2020,Karnataka,372399,5452,384442
08-06-2020,Karnataka,380630,5760,393221
09-06-2020,Karnataka,387027,5921,400257
10-06-2020,Karnataka,394603,6041,408506
11-06-2020,Karnataka,402105,6245,416506
12-06-2020,Karnataka,411244,6516,426341
13-06-2020,Karnataka,420773,6824,436518
14-06-2020,Karnataka,427608,7000,443969
01-04-2020,Kerala,7256,265,7965
02-04-2020,Kerala,7622,286,8456
03-04-2020,Kerala,8126,295,9139
04-04-2020,Kerala,8586,306,9744
05-04-2020,Kerala,9300,314,10221
06-04-2020,Kerala,9607,327,10716
07-04-2020,Kerala,10250,336,11232
08-04-2020,Kerala,10906,354,11986
09-04-2020,Kerala,11469,357,12710
10-04-2020,Kerala,12335,364,13339
11-04-2020,Kerala,12818,373,14163
12-04-2020,Kerala,13802,375,14989
13-04-2020,Kerala,14829,378,15683
14-04-2020,Kerala,15488,386,16235
15-04-2020,Kerala,16002,387,16475
16-04-2020,Kerala,16459,394,17400
17-04-2020,Kerala,17279,395,18029
18-04-2020,Kerala,17763,399,18774
19-04-2020,Kerala,18547,401,19351
20-04-2020,Kerala,19074,408,19756
21-04-2020,Kerala,19442,426,20252
22-04-2020,Kerala,19998,437,20821
23-04-2020,Kerala,20326,447,21334
24-04-2020,Kerala,20830,450,21940
25-04-2020,Kerala,21475,457,22360
26-04-2020,Kerala,21997,468,22954
27-04-2020,Kerala,23148,481,24146
28-04-2020,Kerala,24078,485,24855
29-04-2020,Kerala,24681,495,25827
30-04-2020,Kerala,26032,497,27481
01-05-2020,Kerala,27224,497,29012
02-05-2020,Kerala,31592,499,33276
03-05-2020,Kerala,33294,499,34608
04-05-2020,Kerala,34161,499,35441
05-05-2020,Kerala,35244,502,36312
06-05-2020,Kerala,36210,502,37546
07-05-2020,Kerala,36856,502,38206
08-05-2020,Kerala,38294,503,39266
09-05-2020,Kerala,39233,505,40123
10-05-2020,Kerala,40155,512,41279
11-05-2020,Kerala,40889,512,41700
12-05-2020,Kerala,41621,524,42461
13-05-2020,Kerala,42574,534,43648
14-05-2020,Kerala,43868,560,45039
15-05-2020,Kerala,45063,576,46831
16-05-2020,Kerala,46458,587,48433
17-05-2020,Kerala,47964,601,50036
18-05-2020,Kerala,49763,630,51059
19-05-2020,Kerala,50867,642,52588
20-05-2020,Kerala,52689,666,54633
21-05-2020,Kerala,54541,690,56373
22-05-2020,Kerala,56165,733,58382
23-05-2020,Kerala,58192,795,60443
24-05-2020,Kerala,59943,848,61900
25-05-2020,Kerala,61698,897,63009
26-05-2020,Kerala,63010,964,65303
27-05-2020,Kerala,65099,1004,67961
28-05-2020,Kerala,67677,1089,70622
29-05-2020,Kerala,71083,1151,74214
30-05-2020,Kerala,73775,1209,77257
31-05-2020,Kerala,75697,1270,77508
01-06-2020,Kerala,78310,1327,82449
02-06-2020,Kerala,81157,1413,86169
03-06-2020,Kerala,84870,1495,95348
04-06-2020,Kerala,87403,1589,99692
05-06-2020,Kerala,92818,1700,104045
06-06-2020,Kerala,97114,1808,107796
07-06-2020,Kerala,100319,1915,111930
08-06-2020,Kerala,103472,2006,113956
09-06-2020,Kerala,111892,2097,126088
10-06-2020,Kerala,116425,2162,131006
11-06-2020,Kerala,130857,2245,135974
12-06-2020,Kerala,134743,2323,140457
13-06-2020,Kerala,,2408,144842
14-06-2020,Kerala,,2462,149164
13-04-2020,Ladakh,,17,618
14-04-2020,Ladakh,615,17,760
15-04-2020,Ladakh,657,18,820
16-04-2020,Ladakh,695,18,917
19-04-2020,Ladakh,797,18,991
21-04-2020,Ladakh,896,18,1137
29-04-2020,Ladakh,1299,22,1949
30-04-2020,Ladakh,1384,22,2245
01-05-2020,Ladakh,1545,22,2430
02-05-2020,Ladakh,1618,23,2434
03-05-2020,Ladakh,1674,41,2434
04-05-2020,Ladakh,1879,41,2639
09-05-2020,Ladakh,2948,42,3503
13-05-2020,Ladakh,3353,43,3683
16-05-2020,Ladakh,3571,43,4067
18-05-2020,Ladakh,3791,43,4219
19-05-2020,Ladakh,3935,43,4730
21-05-2020,Ladakh,4081,44,5291
22-05-2020,Ladakh,4173,44,5505
23-05-2020,Ladakh,4505,49,5727
24-05-2020,Ladakh,4733,52,5730
25-05-2020,Ladakh,4894,53,5896
30-05-2020,Ladakh,6145,74,7354
31-05-2020,Ladakh,6167,77,7354
02-06-2020,Ladakh,6465,81,8310
05-06-2020,Ladakh,7204,97,9754
06-06-2020,Ladakh,7214,99,10164
09-06-2020,Ladakh,7888,108,10249
11-06-2020,Ladakh,8222,135,10855
12-06-2020,Ladakh,8460,239,10986
13-06-2020,Ladakh,8814,437,11135
14-06-2020,Ladakh,9087,539,11135
05-04-2020,Madhya Pradesh,1954,193,2812
07-04-2020,Madhya Pradesh,3125,290,3770
08-04-2020,Madhya Pradesh,3443,341,4056
09-04-2020,Madhya Pradesh,3989,411,5135
10-04-2020,Madhya Pradesh,4840,451,7049
11-04-2020,Madhya Pradesh,5790,529,8516
12-04-2020,Madhya Pradesh,6875,562,10481
13-04-2020,Madhya Pradesh,6875,614,10481
14-04-2020,Madhya Pradesh,7103,741,8105
15-04-2020,Madhya Pradesh,8658,938,9596
16-04-2020,Madhya Pradesh,12326,1164,13492
17-04-2020,Madhya Pradesh,13992,1310,15302
18-04-2020,Madhya Pradesh,13576,1402,14978
19-04-2020,Madhya Pradesh,16428,1407,17835
20-04-2020,Madhya Pradesh,17657,1485,19142
21-04-2020,Madhya Pradesh,19353,1552,20905
22-04-2020,Madhya Pradesh,21077,1587,22664
23-04-2020,Madhya Pradesh,22861,1687,24548
24-04-2020,Madhya Pradesh,24387,1846,26233
25-04-2020,Madhya Pradesh,25921,1945,27866
26-04-2020,Madhya Pradesh,21716,2090,25232
27-04-2020,Madhya Pradesh,23500,2165,27009
28-04-2020,Madhya Pradesh,26159,2387,31060
29-04-2020,Madhya Pradesh,29261,2560,33837
30-04-2020,Madhya Pradesh,29816,2625,41712
01-05-2020,Madhya Pradesh,39353,2715,44116
02-05-2020,Madhya Pradesh,41460,2788,46578
03-05-2020,Madhya Pradesh,43937,2837,49186
04-05-2020,Madhya Pradesh,46634,2942,52095
05-05-2020,Madhya Pradesh,48931,3049,54595
06-05-2020,Madhya Pradesh,51479,3138,54595
07-05-2020,Madhya Pradesh,55002,3252,61020
08-05-2020,Madhya Pradesh,57528,3341,63705
09-05-2020,Madhya Pradesh,61629,3457,68010
10-05-2020,Madhya Pradesh,65436,3614,72069
11-05-2020,Madhya Pradesh,69187,3785,76039
12-05-2020,Madhya Pradesh,73761,3986,80885
13-05-2020,Madhya Pradesh,77738,4173,85903
14-05-2020,Madhya Pradesh,82028,4426,89760
15-05-2020,Madhya Pradesh,85879,4595,93849
16-05-2020,Madhya Pradesh,91393,4790,99677
17-05-2020,Madhya Pradesh,95355,4977,103898
18-05-2020,Madhya Pradesh,100469,5236,112168
19-05-2020,Madhya Pradesh,104348,5465,116473
20-05-2020,Madhya Pradesh,108744,5735,120737
21-05-2020,Madhya Pradesh,112947,5981,125608
22-05-2020,Madhya Pradesh,116835,6170,129060
23-05-2020,Madhya Pradesh,121033,6371,132769
24-05-2020,Madhya Pradesh,124549,6665,135889
25-05-2020,Madhya Pradesh,128267,6859,138584
26-05-2020,Madhya Pradesh,131415,7024,141508
27-05-2020,Madhya Pradesh,134774,7261,146144
28-05-2020,Madhya Pradesh,138387,7453,151182
29-05-2020,Madhya Pradesh,142383,7645,155436
30-05-2020,Madhya Pradesh,146616,7891,161552
31-05-2020,Madhya Pradesh,151793,8089,167808
01-06-2020,Madhya Pradesh,157790,8283,172019
02-06-2020,Madhya Pradesh,163100,8420,177481
03-06-2020,Madhya Pradesh,168219,8588,183662
04-06-2020,Madhya Pradesh,173392,8762,189252
05-06-2020,Madhya Pradesh,179234,8996,195249
06-06-2020,Madhya Pradesh,184202,9228,200913
07-06-2020,Madhya Pradesh,190155,9401,208514
08-06-2020,Madhya Pradesh,196497,9638,215194
09-06-2020,Madhya Pradesh,203131,9849,220936
10-06-2020,Madhya Pradesh,210081,10049,228042
11-06-2020,Madhya Pradesh,217860,10241,233740
12-06-2020,Madhya Pradesh,224064,10443,241461
13-06-2020,Madhya Pradesh,231123,10641,246973
14-06-2020,Madhya Pradesh,236649,10802,252762
05-04-2020,Maharashtra,14837,,16008
06-04-2020,Maharashtra,15808,868,17563
07-04-2020,Maharashtra,19290,1018,20877
09-04-2020,Maharashtra,19290,868,20877
10-04-2020,Maharashtra,28865,1135,30000
11-04-2020,Maharashtra,30477,1761,31841
12-04-2020,Maharashtra,34094,1761,35668
13-04-2020,Maharashtra,37964,1996,39725
14-04-2020,Maharashtra,39089,2340,41071
15-04-2020,Maharashtra,42808,2690,45142
16-04-2020,Maharashtra,48198,2916,50882
17-04-2020,Maharashtra,52762,3204,55678
18-04-2020,Maharashtra,56964,3323,60166
19-04-2020,Maharashtra,63476,3651,66796
20-04-2020,Maharashtra,67673,4204,71321
21-04-2020,Maharashtra,71638,4676,75838
22-04-2020,Maharashtra,77638,5229,82304
23-04-2020,Maharashtra,83979,5218,89197
24-04-2020,Maharashtra,89561,6427,95210
25-04-2020,Maharashtra,94485,6817,100912
26-04-2020,Maharashtra,101162,7928,107979
27-04-2020,Maharashtra,107519,8068,115147
28-04-2020,Maharashtra,112552,8590,120620
29-04-2020,Maharashtra,120136,9318,128726
30-04-2020,Maharashtra,126376,9915,135694
01-05-2020,Maharashtra,134244,10498,144159
02-05-2020,Maharashtra,140587,11506,151085
03-05-2020,Maharashtra,148248,12296,159754
04-05-2020,Maharashtra,156078,12974,168374
05-05-2020,Maharashtra,162349,14541,175323
06-05-2020,Maharashtra,167205,15525,181746
07-05-2020,Maharashtra,173838,16758,189220
08-05-2020,Maharashtra,183862,17974,200477
09-05-2020,Maharashtra,192197,19063,210174
10-05-2020,Maharashtra,206481,20228,225524
11-05-2020,Maharashtra,193457,23401,218914
12-05-2020,Maharashtra,196165,23401,222284
13-05-2020,Maharashtra,203536,24427,231061
14-05-2020,Maharashtra,211082,25922,240482
15-05-2020,Maharashtra,219635,27524,250898
16-05-2020,Maharashtra,228956,29100,261815
17-05-2020,Maharashtra,238476,30706,274040
18-05-2020,Maharashtra,245512,33053,282437
19-05-2020,Maharashtra,255065,35058,294272
20-05-2020,Maharashtra,265872,37136,307535
21-05-2020,Maharashtra,276369,39297,319921
22-05-2020,Maharashtra,286157,41642,333087
23-05-2020,Maharashtra,299107,44582,348932
24-05-2020,Maharashtra,310565,47190,363470
25-05-2020,Maharashtra,323937,50231,379185
26-05-2020,Maharashtra,333468,52667,390757
27-05-2020,Maharashtra,345151,54758,405020
28-05-2020,Maharashtra,358253,56948,420473
29-05-2020,Maharashtra,369442,59546,434565
30-05-2020,Maharashtra,380425,62228,448661
31-05-2020,Maharashtra,392516,65168,463177
01-06-2020,Maharashtra,399419,67655,472344
02-06-2020,Maharashtra,409178,70013,484784
03-06-2020,Maharashtra,420644,72300,498577
04-06-2020,Maharashtra,430100,74860,511136
05-06-2020,Maharashtra,440445,77793,524002
06-06-2020,Maharashtra,451764,80229,538009
07-06-2020,Maharashtra,463723,82968,553063
08-06-2020,Maharashtra,473588,85975,565290
09-06-2020,Maharashtra,485144,88528,579294
10-06-2020,Maharashtra,497990,90787,595282
11-06-2020,Maharashtra,509990,94041,610790
12-06-2020,Maharashtra,521942,97648,626521
13-06-2020,Maharashtra,535252,101141,643057
14-06-2020,Maharashtra,548250,104568,659481
14-04-2020,Manipur,,2,276
17-04-2020,Manipur,,2,311
24-04-2020,Manipur,,2,402
25-04-2020,Manipur,,2,416
30-04-2020,Manipur,,2,459
01-05-2020,Manipur,,2,461
02-05-2020,Manipur,,2,468
